omitted_cfg,R1,R2,R3,R4,R5,R6
48,0.48050992144437976,0.7023331985404808,0.8364920605882796,0.9383222820342267,1.0467140901306895,1.1361635562796821
49,0.48050251652731224,0.7024249391656823,0.8368534885270899,0.9386420175075105,1.046881696559229,1.1375800049004734
50,0.48047481404343334,0.7025679979592125,0.8369913004631186,0.9391426062405379,1.0462477613745778,1.1385115953881622
51,0.4804818501841839,0.7023646847919874,0.8364552338586263,0.9380159537159108,1.0450415782405713,1.1365196733025937
52,0.48046481057430057,0.7022083469724177,0.8365079750140025,0.9382673358601751,1.0460764331905434,1.135568577192186
53,0.480566284298958,0.702385216662913,0.8367067909801689,0.9382422376702255,1.0462432347073607,1.1370741213965765
54,0.4805372302577263,0.7024506476304849,0.8366082323510456,0.9378839278899299,1.045342998777169,1.1354302904685172
55,0.4805052719562328,0.7021733234726879,0.8366270387301125,0.93778493505533,1.044655649182355,1.1370939242377915
56,0.48051197948287955,0.7022095610056975,0.8367830945850593,0.9388332623013835,1.045866295720288,1.137222037774133
57,0.48054695937886416,0.7020888968015453,0.8366477234528572,0.9385566229571097,1.0457341285023039,1.1357920740468015
58,0.4804425072274445,0.7023694853729638,0.8365367096167807,0.938354266991669,1.0468106137932391,1.135305930259894
59,0.4805449733909254,0.7024355143638232,0.8363409621918436,0.9387196304620721,1.04706189067668,1.1364429805437553
60,0.480477839060795,0.7021184698949001,0.8363031318133299,0.9380863677091766,1.0450161503129787,1.1361946672170256
61,0.4806390593696477,0.7022710547281785,0.8363807332779833,0.939058221221037,1.0457999638215307,1.1369402748118664
62,0.4804525527955028,0.7023825361000617,0.836087949890138,0.9378222471960892,1.0467581441545057,1.136174473189973
63,0.48040079950076364,0.7020873329377803,0.8362569262669499,0.937684424051024,1.0451813584213143,1.1360903214517935
64,0.4804542077994129,0.7021615316195372,0.8370130355367121,0.9388802502244848,1.0458709089562828,1.1370294031275554
65,0.48046169415130424,0.7023848745961734,0.8364673987667194,0.9386110855785125,1.045863435638639,1.136705137923321
66,0.48045274977787444,0.7021656549346942,0.836619067680677,0.9381202695916613,1.0449343333634344,1.1365388745707916
67,0.4804484046650197,0.7021338304652679,0.8365381687118894,0.9380733670728524,1.0457214406196444,1.1365169558331194
68,0.480523543323389,0.7022462830205188,0.8366919307062702,0.9375519857907002,1.0454960422266322,1.1363590423708816
69,0.4805304257834153,0.7023726405377357,0.8363791840452762,0.9384893066736905,1.0446753255862287,1.1345027896063011
70,0.4804848725322428,0.7021099141237266,0.8361426065309415,0.9375289424408862,1.0456111388592622,1.1361042420123426
71,0.48041310080057625,0.7023636882683505,0.8360733651420219,0.9379504656173021,1.0445993310694353,1.1363333588852316
72,0.48054406073464107,0.7023391996641647,0.8365380825297256,0.9372829623395007,1.0460593130442557,1.1372971739808646
73,0.48052831132929685,0.7019458536952135,0.8359995837882112,0.9379779390718038,1.0448521229829613,1.1361052861667897
74,0.4805387693015743,0.7024972571342201,0.8374109209522625,0.9385231661360178,1.0462866474111603,1.1351723201096902
75,0.4803478258305689,0.702150442379787,0.8366993432243233,0.9381536652656822,1.0467813731308495,1.1362482299802414
76,0.4804882277096527,0.7023272509888306,0.8365355367179476,0.9371765560746099,1.0452525874626457,1.135453857017191
77,0.48048762455435123,0.702301310421244,0.8360558962685252,0.9377352026064375,1.045100818130444,1.135021315978704
78,0.48039577890677576,0.7021855162768198,0.8368692916380873,0.9389259184701663,1.0452208075785634,1.1349574195123477
79,0.4804807039387172,0.7020690760950696,0.8364781893903566,0.9383161393103615,1.0455367919087768,1.135091959908965
80,0.48051518383567043,0.7020666697479203,0.8364667785000319,0.9381952741572304,1.0461388776244736,1.1369805026736939
81,0.4805709257062426,0.7025106560202115,0.8367104336205633,0.9384728483979361,1.0460383144680436,1.137083170273038
82,0.48048340414178414,0.702496227664719,0.8367471569346642,0.9380674290684125,1.0463460819416133,1.137556824034619
83,0.4805082990710345,0.7023340008984383,0.8365604403842819,0.9382544390402954,1.0467838732639096,1.1377498566691244
84,0.4804563281588008,0.7023641418454081,0.8368132565168485,0.9392726599809648,1.0472183812810103,1.1387054927182583
85,0.4804589847997085,0.7020576044951582,0.8364123055378156,0.9381231871139596,1.0463368168295804,1.1369031323812764
86,0.4804464605358974,0.7021171328546104,0.8369343773491679,0.9378934347767489,1.0462310683260525,1.1359891358034688
87,0.48042034579841736,0.7021886509003789,0.836385255133703,0.9382899572860787,1.0464414577388952,1.137375714287775
88,0.4804558087362333,0.7022443126601969,0.8363724520916984,0.9378685688145834,1.0454398107457747,1.136014064871278
89,0.48055023406760583,0.7025214989478925,0.8365671076393605,0.9393264631657092,1.0465959879434854,1.1374720370959492
90,0.480462555922911,0.7023383555671268,0.8363128450739095,0.9384090967431036,1.0459001587079746,1.1350135850688459
91,0.48054026861432664,0.7023784702020061,0.8360491604547132,0.9370213705210233,1.0433228340444982,1.134090902635475
92,0.48045693308981674,0.7020910545404939,0.8361346830323471,0.9370496189231022,1.0439747601963858,1.13536538756259
93,0.48053561389650795,0.7021448589887843,0.8369462128896701,0.9379022580170944,1.0460334764547172,1.1350832944246048
94,0.48052771590578125,0.7021739283453046,0.8370026660426918,0.9383850176459447,1.046329890632603,1.1381284173393533
95,0.4804946158788149,0.7023225139700416,0.8369717582500552,0.9387450809509059,1.0463239964056914,1.1343778104321545
96,0.48054415161181274,0.70244975871867,0.8365782012601922,0.9373483041481132,1.0457940094511435,1.1358085567252474
97,0.4805536729965564,0.7024194646548281,0.8367915545947652,0.9376361884020598,1.0458055349094257,1.135539003593539
98,0.4804176912921716,0.7021416120525427,0.8363543374767587,0.9379161798250111,1.0463597757899126,1.1373442420754918
99,0.480549459835596,0.7021632655138617,0.8359114480182084,0.9372052770829291,1.0448734616073565,1.1342443821530572
100,0.4804522652442239,0.7022133953271676,0.8364713666105169,0.9381435056541283,1.04508038826773,1.1350071144740426
